HGNC ID	Approved symbol	Approved name
HGNC:43318	RNA5SP418	RNA, 5S ribosomal pseudogene 418
HGNC:43319	RNA5SP419	RNA, 5S ribosomal pseudogene 419
HGNC:43320	RNA5SP420	RNA, 5S ribosomal pseudogene 420
HGNC:43321	RNA5SP421	RNA, 5S ribosomal pseudogene 421
HGNC:43322	RNA5SP422	RNA, 5S ribosomal pseudogene 422
HGNC:43323	RNA5SP423	RNA, 5S ribosomal pseudogene 423
HGNC:43324	RNA5SP424	RNA, 5S ribosomal pseudogene 424
HGNC:43325	RNA5SP425	RNA, 5S ribosomal pseudogene 425
HGNC:43326	RNA5SP426	RNA, 5S ribosomal pseudogene 426
HGNC:43327	RNA5SP427	RNA, 5S ribosomal pseudogene 427
HGNC:43328	RNA5SP428	RNA, 5S ribosomal pseudogene 428
HGNC:43329	RNA5SP429	RNA, 5S ribosomal pseudogene 429
HGNC:43330	RNA5SP430	RNA, 5S ribosomal pseudogene 430
HGNC:43331	RNA5SP431	RNA, 5S ribosomal pseudogene 431
HGNC:43332	RNA5SP432	RNA, 5S ribosomal pseudogene 432
HGNC:43333	RNA5SP433	RNA, 5S ribosomal pseudogene 433
HGNC:43334	RNA5SP434	RNA, 5S ribosomal pseudogene 434
HGNC:43335	RNA5SP435	RNA, 5S ribosomal pseudogene 435
HGNC:43336	RNA5SP436	RNA, 5S ribosomal pseudogene 436
HGNC:43337	RNA5SP437	RNA, 5S ribosomal pseudogene 437
HGNC:43338	RNA5SP438	RNA, 5S ribosomal pseudogene 438
HGNC:43339	RNA5SP439	RNA, 5S ribosomal pseudogene 439
HGNC:43340	RNA5SP440	RNA, 5S ribosomal pseudogene 440
HGNC:43341	RNA5SP441	RNA, 5S ribosomal pseudogene 441
HGNC:43342	RNA5SP442	RNA, 5S ribosomal pseudogene 442
HGNC:43343	RNA5SP443	RNA, 5S ribosomal pseudogene 443
HGNC:43344	RNA5SP444	RNA, 5S ribosomal pseudogene 444
HGNC:43345	RNA5SP445	RNA, 5S ribosomal pseudogene 445
HGNC:43346	RNA5SP446	RNA, 5S ribosomal pseudogene 446
HGNC:43347	RNA5SP447	RNA, 5S ribosomal pseudogene 447
HGNC:43348	RNA5SP448	RNA, 5S ribosomal pseudogene 448
HGNC:43349	RNA5SP449	RNA, 5S ribosomal pseudogene 449
HGNC:43350	RNA5SP450	RNA, 5S ribosomal pseudogene 450
HGNC:43351	RNA5SP451	RNA, 5S ribosomal pseudogene 451
HGNC:43352	RNA5SP452	RNA, 5S ribosomal pseudogene 452
HGNC:43353	RNA5SP453	RNA, 5S ribosomal pseudogene 453
HGNC:43354	RNA5SP454	RNA, 5S ribosomal pseudogene 454
HGNC:43355	RNA5SP455	RNA, 5S ribosomal pseudogene 455
HGNC:43356	RNA5SP456	RNA, 5S ribosomal pseudogene 456
HGNC:43357	RNA5SP457	RNA, 5S ribosomal pseudogene 457
HGNC:43358	RNA5SP458	RNA, 5S ribosomal pseudogene 458
HGNC:43359	RNA5SP459	RNA, 5S ribosomal pseudogene 459
HGNC:43360	RNA5SP460	RNA, 5S ribosomal pseudogene 460
HGNC:43361	RNA5SP461	RNA, 5S ribosomal pseudogene 461
HGNC:43362	RNA5SP462	RNA, 5S ribosomal pseudogene 462
HGNC:43363	RNA5SP463	RNA, 5S ribosomal pseudogene 463
HGNC:43364	RNA5SP464	RNA, 5S ribosomal pseudogene 464
HGNC:43365	RNA5SP465	RNA, 5S ribosomal pseudogene 465
HGNC:43366	RNA5SP466	RNA, 5S ribosomal pseudogene 466
HGNC:43367	RNA5SP467	RNA, 5S ribosomal pseudogene 467
HGNC:43368	RNA5SP468	RNA, 5S ribosomal pseudogene 468
HGNC:43369	RNA5SP469	RNA, 5S ribosomal pseudogene 469
HGNC:43370	RNA5SP470	RNA, 5S ribosomal pseudogene 470
HGNC:43371	RNA5SP471	RNA, 5S ribosomal pseudogene 471
HGNC:43372	RNA5SP472	RNA, 5S ribosomal pseudogene 472
HGNC:43373	RNA5SP473	RNA, 5S ribosomal pseudogene 473
HGNC:43374	RNA5SP474	RNA, 5S ribosomal pseudogene 474
HGNC:43375	RNA5SP475	RNA, 5S ribosomal pseudogene 475
HGNC:43376	RNA5SP476	RNA, 5S ribosomal pseudogene 476
HGNC:43377	RNA5SP477	RNA, 5S ribosomal pseudogene 477
HGNC:43378	RNA5SP478	RNA, 5S ribosomal pseudogene 478
HGNC:43379	RNA5SP479	RNA, 5S ribosomal pseudogene 479
HGNC:43380	RNA5SP480	RNA, 5S ribosomal pseudogene 480
HGNC:43381	RNA5SP481	RNA, 5S ribosomal pseudogene 481
HGNC:43382	RNA5SP482	RNA, 5S ribosomal pseudogene 482
HGNC:43383	RNA5SP483	RNA, 5S ribosomal pseudogene 483
HGNC:43384	RNA5SP484	RNA, 5S ribosomal pseudogene 484
HGNC:43385	RNA5SP485	RNA, 5S ribosomal pseudogene 485
HGNC:43386	RNA5SP486	RNA, 5S ribosomal pseudogene 486
HGNC:43387	RNA5SP487	RNA, 5S ribosomal pseudogene 487
HGNC:43388	RNA5SP488	RNA, 5S ribosomal pseudogene 488
HGNC:43389	RNA5SP489	RNA, 5S ribosomal pseudogene 489
HGNC:43390	RNA5SP490	RNA, 5S ribosomal pseudogene 490
HGNC:43391	RNA5SP491	RNA, 5S ribosomal pseudogene 491
HGNC:43392	RNA5SP492	RNA, 5S ribosomal pseudogene 492
HGNC:43393	RNA5SP493	RNA, 5S ribosomal pseudogene 493
HGNC:43394	RNA5SP494	RNA, 5S ribosomal pseudogene 494
HGNC:43395	RNA5SP495	RNA, 5S ribosomal pseudogene 495
HGNC:43396	RNA5SP496	RNA, 5S ribosomal pseudogene 496
HGNC:43397	RNA5SP497	RNA, 5S ribosomal pseudogene 497
HGNC:43398	RNA5SP498	RNA, 5S ribosomal pseudogene 498
HGNC:43399	RNA5SP499	RNA, 5S ribosomal pseudogene 499
HGNC:43400	RNA5SP500	RNA, 5S ribosomal pseudogene 500
HGNC:43401	RNA5SP501	RNA, 5S ribosomal pseudogene 501
HGNC:43402	RNA5SP502	RNA, 5S ribosomal pseudogene 502
HGNC:43403	RNA5SP503	RNA, 5S ribosomal pseudogene 503
HGNC:43404	RNA5SP504	RNA, 5S ribosomal pseudogene 504
HGNC:43405	RNA5SP505	RNA, 5S ribosomal pseudogene 505
HGNC:43406	RNA5SP506	RNA, 5S ribosomal pseudogene 506
HGNC:43407	RNA5SP507	RNA, 5S ribosomal pseudogene 507
HGNC:43408	RNA5SP508	RNA, 5S ribosomal pseudogene 508
HGNC:43409	RNA5SP509	RNA, 5S ribosomal pseudogene 509
HGNC:43410	RNA5SP510	RNA, 5S ribosomal pseudogene 510
HGNC:43411	RNA5SP511	RNA, 5S ribosomal pseudogene 511
HGNC:43412	RNA5SP512	RNA, 5S ribosomal pseudogene 512
HGNC:43413	RNA5SP513	RNA, 5S ribosomal pseudogene 513
HGNC:43414	RNA5SP514	RNA, 5S ribosomal pseudogene 514
HGNC:43415	RNA5SP515	RNA, 5S ribosomal pseudogene 515
HGNC:43416	RNA5SP516	RNA, 5S ribosomal pseudogene 516
HGNC:43417	RNA5SP517	RNA, 5S ribosomal pseudogene 517
HGNC:43418	RNA5SP518	RNA, 5S ribosomal pseudogene 518
HGNC:43419	RNA5SP519	RNA, 5S ribosomal pseudogene 519
HGNC:43420	RNA5SP520	RNA, 5S ribosomal pseudogene 520
HGNC:43421	RNA5SP521	RNA, 5S ribosomal pseudogene 521
HGNC:43422	RNA5SP522	RNA, 5S ribosomal pseudogene 522
HGNC:43423	RNA5SP523	RNA, 5S ribosomal pseudogene 523
HGNC:53793	RNA5SP524	RNA, 5S ribosomal pseudogene 524
HGNC:53794	RNA5SP525	RNA, 5S ribosomal pseudogene 525
HGNC:53795	RNA5SP526	RNA, 5S ribosomal pseudogene 526
HGNC:53796	RNA5SP527	RNA, 5S ribosomal pseudogene 527
HGNC:53797	RNA5SP528	RNA, 5S ribosomal pseudogene 528
HGNC:53798	RNA5SP529	RNA, 5S ribosomal pseudogene 529
HGNC:53799	RNA5SP530	RNA, 5S ribosomal pseudogene 530
HGNC:53800	RNA5SP531	RNA, 5S ribosomal pseudogene 531
HGNC:53801	RNA5SP532	RNA, 5S ribosomal pseudogene 532
HGNC:53802	RNA5SP533	RNA, 5S ribosomal pseudogene 533
HGNC:53803	RNA5SP534	RNA, 5S ribosomal pseudogene 534
HGNC:53804	RNA5SP535	RNA, 5S ribosomal pseudogene 535
HGNC:53805	RNA5SP536	RNA, 5S ribosomal pseudogene 536
HGNC:44278	RNA18S1	RNA, 18S ribosomal 1
HGNC:44279	RNA18S2	RNA, 18S ribosomal 2
HGNC:44280	RNA18S3	RNA, 18S ribosomal 3
HGNC:44281	RNA18S4	RNA, 18S ribosomal 4
HGNC:37657	RNA18S5	RNA, 18S ribosomal 5
HGNC:53515	RNA18SN1	RNA, 18S ribosomal N1
HGNC:53519	RNA18SN2	RNA, 18S ribosomal N2
HGNC:53523	RNA18SN3	RNA, 18S ribosomal N3
HGNC:53528	RNA18SN4	RNA, 18S pre-ribosomal N4
HGNC:53531	RNA18SN5	RNA, 18S ribosomal N5
HGNC:37658	RNA18SP2	RNA, 18S ribosomal pseudogene 2
HGNC:53534	RNA18SP3	RNA, 18S ribosomal pseudogene 3
HGNC:53535	RNA18SP4	RNA, 18S ribosomal pseudogene 4
HGNC:53558	RNA18SP5	RNA, 18S ribosomal pseudogene 5
HGNC:44286	RNA28S1	RNA, 28S ribosomal 1
HGNC:44287	RNA28S2	RNA, 28S ribosomal 2
HGNC:44288	RNA28S3	RNA, 28S ribosomal 3
HGNC:44289	RNA28S4	RNA, 28S ribosomal 4
HGNC:37659	RNA28S5	RNA, 28S ribosomal 5
HGNC:53516	RNA28SN1	RNA, 28S ribosomal N1
HGNC:53520	RNA28SN2	RNA, 28S ribosomal N2
HGNC:53524	RNA28SN3	RNA, 28S ribosomal N3
HGNC:53527	RNA28SN4	RNA, 28S ribosomal N4
HGNC:53532	RNA28SN5	RNA, 28S ribosomal N5
HGNC:44274	RNA45S1	RNA, 45S pre-ribosomal 1
HGNC:44275	RNA45S2	RNA, 45S pre-ribosomal 2
HGNC:44276	RNA45S3	RNA, 45S pre-ribosomal 3
HGNC:44277	RNA45S4	RNA, 45S pre-ribosomal 4
HGNC:44273	RNA45S5	RNA, 45S pre-ribosomal 5
HGNC:53514	RNA45SN1	RNA, 45S pre-ribosomal N1
HGNC:53518	RNA45SN2	RNA, 45S pre-ribosomal N2
HGNC:53522	RNA45SN3	RNA, 45S pre-ribosomal N3
HGNC:53526	RNA45SN4	RNA, 45S pre-ribosomal N4
HGNC:53530	RNA45SN5	RNA, 45S pre-ribosomal N5
HGNC:10044	RNASE1	ribonuclease A family member 1, pancreatic
HGNC:10045	RNASE2	ribonuclease A family member 2
HGNC:10046	RNASE3	ribonuclease A family member 3
HGNC:10047	RNASE4	ribonuclease A family member 4
HGNC:10048	RNASE6	ribonuclease A family member k6
HGNC:19278	RNASE7	ribonuclease A family member 7
HGNC:19277	RNASE8	ribonuclease A family member 8
HGNC:20673	RNASE9	ribonuclease A family member 9 (inactive)
HGNC:19275	RNASE10	ribonuclease A family member 10 (inactive)
HGNC:19269	RNASE11	ribonuclease A family member 11 (inactive)
HGNC:24211	RNASE12	ribonuclease A family member 12 (inactive)
HGNC:25285	RNASE13	ribonuclease A family member 13 (inactive)
HGNC:18466	RNASEH1	ribonuclease H1
HGNC:49289	RNASEH1-AS1	RNASEH1 antisense RNA 1
HGNC:10049	RNASEH1P1	ribonuclease H1 pseudogene 1
HGNC:18715	RNASEH1P2	ribonuclease H1 pseudogene 2
HGNC:18716	RNASEH1P3	ribonuclease H1 pseudogene 3
HGNC:18518	RNASEH2A	ribonuclease H2 subunit A
HGNC:25671	RNASEH2B	ribonuclease H2 subunit B
HGNC:39967	RNASEH2B-AS1	RNASEH2B antisense RNA 1
HGNC:24116	RNASEH2C	ribonuclease H2 subunit C
HGNC:24117	RNASEH2CP1	ribonuclease H2 subunit C pseudogene 1
HGNC:33911	RNASEK	ribonuclease K
HGNC:44419	RNASEK-C17orf49	RNASEK-C17orf49 readthrough
HGNC:10050	RNASEL	ribonuclease L
HGNC:10051	RNASEL1~withdrawn	symbol withdrawn, see ABCE1
HGNC:21686	RNASET2	ribonuclease T2
HGNC:18314	RND1	Rho family GTPase 1
HGNC:18315	RND2	Rho family GTPase 2
HGNC:671	RND3	Rho family GTPase 3
HGNC:10052	RNE1~withdrawn	symbol withdrawn, see SNORA73A
HGNC:10053	RNE2~withdrawn	symbol withdrawn, see SNORA62
HGNC:10054	RNE3~withdrawn	symbol withdrawn, see SNORA63
HGNC:10061	RNF2	ring finger protein 2
HGNC:33987	RNF2P1	ring finger protein 2 pseudogene 1
HGNC:10067	RNF4	ring finger protein 4
HGNC:10068	RNF5	ring finger protein 5
HGNC:31053	RNF5P1	ring finger protein 5 pseudogene 1
HGNC:10069	RNF6	ring finger protein 6
HGNC:39922	RNF6P1	ring finger protein 6 pseudogene 1
HGNC:10070	RNF7	ring finger protein 7
HGNC:43425	RNF7P1	ring finger protein 7 pseudogene 1
HGNC:10071	RNF8	ring finger protein 8
HGNC:10055	RNF10	ring finger protein 10
HGNC:44472	RNF10P1	ring finger protein 10 pseudogene 1
HGNC:10056	RNF11	ring finger protein 11
HGNC:33988	RNF11P1	ring finger protein 11 pseudogene 1
HGNC:16535	RNF11P2	ring finger protein 11 pseudogene 2
HGNC:10057	RNF13	ring finger protein 13
HGNC:10058	RNF14	ring finger protein 14
HGNC:10060	RNF17	ring finger protein 17
HGNC:13432	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase
HGNC:26886	RNF19B	ring finger protein 19B
HGNC:38484	RNF19BPX	ring finger protein 19B pseudogene X-linked
HGNC:38398	RNF19BPY	ring finger protein 19B pseudogene Y-linked
HGNC:10062	RNF20	ring finger protein 20
HGNC:13779	RNF24	ring finger protein 24
HGNC:14662	RNF25	ring finger protein 25
HGNC:14646	RNF26	ring finger protein 26
HGNC:16031	RNF31	ring finger protein 31
HGNC:17118	RNF32	ring finger protein 32
HGNC:17201	RNF33~withdrawn	symbol withdrawn, see TRIM60
HGNC:17297	RNF34	ring finger protein 34
HGNC:17308	RNF35~withdrawn	symbol withdrawn, see TRIM61
HGNC:18052	RNF38	ring finger protein 38
HGNC:18064	RNF39	ring finger protein 39
HGNC:16867	RNF40	ring finger protein 40
HGNC:18401	RNF41	ring finger protein 41
HGNC:18505	RNF43	ring finger protein 43
HGNC:19180	RNF44	ring finger protein 44
HGNC:12859	RNF103	ring finger protein 103
HGNC:38847	RNF103-CHMP3	RNF103-CHMP3 readthrough
HGNC:17384	RNF111	ring finger protein 111
HGNC:12968	RNF112	ring finger protein 112
HGNC:12974	RNF113A	ring finger protein 113A
HGNC:17267	RNF113B	ring finger protein 113B
HGNC:13094	RNF114	ring finger protein 114
HGNC:18154	RNF115	ring finger protein 115
HGNC:21070	RNF121	ring finger protein 121
HGNC:21147	RNF122	ring finger protein 122
HGNC:21148	RNF123	ring finger protein 123
HGNC:21150	RNF125	ring finger protein 125
HGNC:21151	RNF126	ring finger protein 126
HGNC:30340	RNF126P1	ring finger protein 126 pseudogene 1
HGNC:21153	RNF128	ring finger protein 128
HGNC:18280	RNF130	ring finger protein 130
HGNC:21154	RNF133	ring finger protein 133
HGNC:21158	RNF135	ring finger protein 135
HGNC:17765	RNF138	ring finger protein 138
HGNC:30342	RNF138P1	ring finger protein 138 pseudogene 1
HGNC:50775	RNF138P2	ring finger protein 138 pseudogene 2
HGNC:17023	RNF139	ring finger protein 139
HGNC:48940	RNF139-AS1	RNF139 antisense RNA 1 (head to head)
HGNC:21159	RNF141	ring finger protein 141
HGNC:20457	RNF144A	ring finger protein 144A
HGNC:30963	RNF144A-AS1	RNF144A antisense RNA 1
HGNC:21578	RNF144B	ring finger protein 144B
HGNC:20853	RNF145	ring finger protein 145
HGNC:21336	RNF146	ring finger protein 146
HGNC:22411	RNF148	ring finger protein 148
HGNC:23137	RNF149	ring finger protein 149
HGNC:23138	RNF150	ring finger protein 150
HGNC:23235	RNF151	ring finger protein 151
HGNC:26811	RNF152	ring finger protein 152
HGNC:49743	RNF152P1	ring finger protein 152 pseudogene 1
HGNC:29402	RNF157	ring finger protein 157
HGNC:44127	RNF157-AS1	RNF157 antisense RNA 1
HGNC:31696	RNF165	ring finger protein 165
HGNC:26612	RNF165-IT1~withdrawn	entry withdrawn
HGNC:28856	RNF166	ring finger protein 166
HGNC:24544	RNF167	ring finger protein 167
HGNC:26661	RNF168	ring finger protein 168
HGNC:26961	RNF169	ring finger protein 169
HGNC:25358	RNF170	ring finger protein 170
HGNC:27735	RNF175	ring finger protein 175
HGNC:27752	RNF180	ring finger protein 180
HGNC:28037	RNF181	ring finger protein 181
HGNC:28522	RNF182	ring finger protein 182
HGNC:28721	RNF183	ring finger protein 183
HGNC:26783	RNF185	ring finger protein 185
HGNC:41161	RNF185-AS1	RNF185 antisense RNA 1
HGNC:25978	RNF186	ring finger protein 186
HGNC:27146	RNF187	ring finger protein 187
HGNC:32947	RNF207	ring finger protein 207
HGNC:25420	RNF208	ring finger protein 208
HGNC:27729	RNF212	ring finger protein 212
HGNC:20438	RNF212B	ring finger protein 212B
HGNC:14539	RNF213	ring finger protein 213
HGNC:25335	RNF214	ring finger protein 214
HGNC:33434	RNF215	ring finger protein 215
HGNC:21698	RNF216	ring finger protein 216
HGNC:41463	RNF216-IT1	RNF216 intronic transcript 1
HGNC:33610	RNF216P1	ring finger protein 216 pseudogene 1
HGNC:21487	RNF217	ring finger protein 217
HGNC:50866	RNF217-AS1	RNF217 antisense RNA 1 (head to head)
HGNC:20308	RNF219	ring finger protein 219
HGNC:42700	RNF219-AS1	RNF219 antisense RNA 1
HGNC:25552	RNF220	ring finger protein 220
HGNC:34517	RNF222	ring finger protein 222
HGNC:40020	RNF223	ring finger protein 223
HGNC:41912	RNF224	ring finger protein 224
HGNC:51249	RNF225	ring finger protein 225
HGNC:27571	RNF227	ring finger protein 227
HGNC:30206	RNFT1	ring finger protein, transmembrane 1
HGNC:51346	RNFT1-DT	RNFT1 divergent transcript
HGNC:44387	RNFT1P1	ring finger protein, transmembrane 1 pseudogene 1
HGNC:44388	RNFT1P2	ring finger protein, transmembrane 1 pseudogene 2
HGNC:44389	RNFT1P3	ring finger protein, transmembrane 1 pseudogene 3
HGNC:25905	RNFT2	ring finger protein, transmembrane 2
HGNC:10073	RNGTT	RNA guanylyltransferase and 5'-phosphatase
HGNC:39652	RNGTTP1	RNA guanylyltransferase and 5'-phosphatase pseudogene 1
HGNC:10074	RNH1	ribonuclease/angiogenin inhibitor 1
HGNC:25641	RNLS	renalase, FAD dependent amine oxidase
HGNC:10075	RNMT	RNA guanine-7 methyltransferase
HGNC:44905	RNMTL1P1	RNA methyltransferase like 1 pseudogene 1
HGNC:44906	RNMTL1P2	RNA methyltransferase like 1 pseudogene 2
HGNC:10076	RNN~withdrawn	symbol withdrawn, see TRN-GTT2-1
HGNC:10077	RNNL~withdrawn	entry withdrawn
HGNC:18666	RNPC3	RNA binding region (RNP1, RRM) containing 3
HGNC:47036	RNPC3P1	RNA binding region (RNP1, RRM) containing 3 pseudogene 1
HGNC:10078	RNPEP	arginyl aminopeptidase
HGNC:10079	RNPEPL1	arginyl aminopeptidase like 1
HGNC:10080	RNPS1	RNA binding protein with serine rich domain 1
HGNC:39525	RNPS1P1	RNA binding protein with serine rich domain 1 pseudogene 1
HGNC:10081	RNPU1Z~withdrawn	symbol withdrawn, see SNRNP70
HGNC:10082	RNR1	RNA, ribosomal 45S cluster 1
HGNC:10083	RNR2	RNA, ribosomal 45S cluster 2
HGNC:10084	RNR3	RNA, ribosomal 45S cluster 3
HGNC:10085	RNR4	RNA, ribosomal 45S cluster 4
HGNC:10086	RNR5	RNA, ribosomal 45S cluster 5
HGNC:10087	RNRP1~withdrawn	entry withdrawn
HGNC:10088	RNRP2~withdrawn	entry withdrawn
HGNC:10089	RNS1~withdrawn	symbol withdrawn, see RNASE1
HGNC:10090	RNS2~withdrawn	symbol withdrawn, see RNASE2
HGNC:10091	RNS3~withdrawn	symbol withdrawn, see RNASE3
HGNC:10092	RNS4~withdrawn	symbol withdrawn, see RNASEL
HGNC:10093	RNS4I~withdrawn	symbol withdrawn, see ABCE1
HGNC:10094	RNS6~withdrawn	symbol withdrawn, see RNASE6
HGNC:10120	RNU1-1	RNA, U1 small nuclear 1
HGNC:10123	RNU1-2	RNA, U1 small nuclear 2
HGNC:10130	RNU1-3	RNA, U1 small nuclear 3
HGNC:10128	RNU1-4	RNA, U1 small nuclear 4
HGNC:48304	RNU1-5P	RNA, U1 small nuclear 5, pseudogene
HGNC:48305	RNU1-6P	RNA, U1 small nuclear 6, pseudogene
HGNC:48306	RNU1-7P	RNA, U1 small nuclear 7, pseudogene
HGNC:48307	RNU1-8P	RNA, U1 small nuclear 8, pseudogene
HGNC:10137	RNU1-11P	RNA, U1 small nuclear 11, pseudogene
HGNC:10138	RNU1-13P	RNA, U1 small nuclear 13, pseudogene
HGNC:10139	RNU1-14P	RNA, U1 small nuclear 14, pseudogene
HGNC:10140	RNU1-15P	RNA, U1 small nuclear 15, pseudogene
HGNC:39890	RNU1-16P	RNA, U1 small nuclear 16, pseudogene
HGNC:41943	RNU1-17P	RNA, U1 small nuclear 17, pseudogene
HGNC:41944	RNU1-18P	RNA, U1 small nuclear 18, pseudogene
HGNC:41945	RNU1-19P	RNA, U1 small nuclear 19, pseudogene
HGNC:41946	RNU1-20P	RNA, U1 small nuclear 20, pseudogene
HGNC:41947	RNU1-21P	RNA, U1 small nuclear 21, pseudogene
HGNC:41963	RNU1-22P	RNA, U1 small nuclear 22, pseudogene
HGNC:41964	RNU1-23P	RNA, U1 small nuclear 23, pseudogene
HGNC:42504	RNU1-24P	RNA, U1 small nuclear 24, pseudogene
HGNC:37497	RNU1-27P	RNA, U1 small nuclear 27, pseudogene
HGNC:37498	RNU1-28P	RNA, U1 small nuclear 28, pseudogene
HGNC:48371	RNU1-29P	RNA, U1 small nuclear 29, pseudogene
HGNC:48372	RNU1-30P	RNA, U1 small nuclear 30, pseudogene
HGNC:48373	RNU1-31P	RNA, U1 small nuclear 31, pseudogene
HGNC:48374	RNU1-32P	RNA, U1 small nuclear 32, pseudogene
HGNC:48375	RNU1-33P	RNA, U1 small nuclear 33, pseudogene
HGNC:48376	RNU1-34P	RNA, U1 small nuclear 34, pseudogene
HGNC:48377	RNU1-35P	RNA, U1 small nuclear 35, pseudogene
HGNC:48378	RNU1-36P	RNA, U1 small nuclear 36, pseudogene
HGNC:48380	RNU1-38P	RNA, U1 small nuclear 38, pseudogene
HGNC:48381	RNU1-39P	RNA, U1 small nuclear 39, pseudogene
HGNC:48382	RNU1-40P	RNA, U1 small nuclear 40, pseudogene
HGNC:48383	RNU1-41P	RNA, U1 small nuclear 41, pseudogene
HGNC:48384	RNU1-42P	RNA, U1 small nuclear 42, pseudogene
HGNC:48385	RNU1-43P	RNA, U1 small nuclear 43, pseudogene
HGNC:48386	RNU1-44P	RNA, U1 small nuclear 44, pseudogene
HGNC:48387	RNU1-45P	RNA, U1 small nuclear 45, pseudogene
HGNC:48388	RNU1-46P	RNA, U1 small nuclear 46, pseudogene
HGNC:48389	RNU1-47P	RNA, U1 small nuclear 47, pseudogene
HGNC:48390	RNU1-48P	RNA, U1 small nuclear 48, pseudogene
HGNC:48391	RNU1-49P	RNA, U1 small nuclear 49, pseudogene
HGNC:48393	RNU1-51P	RNA, U1 small nuclear 51, pseudogene
HGNC:48394	RNU1-52P	RNA, U1 small nuclear 52, pseudogene
HGNC:48396	RNU1-54P	RNA, U1 small nuclear 54, pseudogene
HGNC:48397	RNU1-55P	RNA, U1 small nuclear 55, pseudogene
HGNC:48398	RNU1-56P	RNA, U1 small nuclear 56, pseudogene
HGNC:48399	RNU1-57P	RNA, U1 small nuclear 57, pseudogene
HGNC:48400	RNU1-58P	RNA, U1 small nuclear 58, pseudogene
HGNC:48401	RNU1-59P	RNA, U1 small nuclear 59, pseudogene
HGNC:48402	RNU1-60P~withdrawn	entry withdrawn
HGNC:48403	RNU1-61P	RNA, U1 small nuclear 61, pseudogene
HGNC:48404	RNU1-62P	RNA, U1 small nuclear 62, pseudogene
HGNC:48405	RNU1-63P	RNA, U1 small nuclear 63, pseudogene
HGNC:48406	RNU1-64P	RNA, U1 small nuclear 64, pseudogene
HGNC:48407	RNU1-65P	RNA, U1 small nuclear 65, pseudogene
HGNC:48409	RNU1-67P	RNA, U1 small nuclear 67, pseudogene
HGNC:48410	RNU1-68P	RNA, U1 small nuclear 68, pseudogene
HGNC:48411	RNU1-69P~withdrawn	entry withdrawn
HGNC:48412	RNU1-70P	RNA, U1 small nuclear 70, pseudogene
HGNC:48414	RNU1-72P	RNA, U1 small nuclear 72, pseudogene
HGNC:48415	RNU1-73P	RNA, U1 small nuclear 73, pseudogene
HGNC:48416	RNU1-74P	RNA, U1 small nuclear 74, pseudogene
HGNC:48417	RNU1-75P	RNA, U1 small nuclear 75, pseudogene
HGNC:48418	RNU1-76P	RNA, U1 small nuclear 76, pseudogene
HGNC:48419	RNU1-77P	RNA, U1 small nuclear 77, pseudogene
HGNC:48420	RNU1-78P	RNA, U1 small nuclear 78, pseudogene
HGNC:48421	RNU1-79P	RNA, U1 small nuclear 79, pseudogene
HGNC:48422	RNU1-80P	RNA, U1 small nuclear 80, pseudogene
HGNC:48424	RNU1-82P	RNA, U1 small nuclear 82, pseudogene
HGNC:48425	RNU1-83P	RNA, U1 small nuclear 83, pseudogene
HGNC:48426	RNU1-84P	RNA, U1 small nuclear 84, pseudogene
HGNC:48427	RNU1-85P	RNA, U1 small nuclear 85, pseudogene
HGNC:48428	RNU1-86P	RNA, U1 small nuclear 86, pseudogene
HGNC:48429	RNU1-87P	RNA, U1 small nuclear 87, pseudogene
HGNC:48430	RNU1-88P	RNA, U1 small nuclear 88, pseudogene
HGNC:48431	RNU1-89P	RNA, U1 small nuclear 89, pseudogene
HGNC:48433	RNU1-91P	RNA, U1 small nuclear 91, pseudogene
HGNC:48434	RNU1-92P	RNA, U1 small nuclear 92, pseudogene
HGNC:48435	RNU1-93P	RNA, U1 small nuclear 93, pseudogene
HGNC:48436	RNU1-94P	RNA, U1 small nuclear 94, pseudogene
HGNC:48437	RNU1-95P	RNA, U1 small nuclear 95, pseudogene
HGNC:48438	RNU1-96P	RNA, U1 small nuclear 96, pseudogene
HGNC:48439	RNU1-97P	RNA, U1 small nuclear 97, pseudogene
HGNC:48440	RNU1-98P	RNA, U1 small nuclear 98, pseudogene
HGNC:48442	RNU1-100P	RNA, U1 small nuclear 100, pseudogene
HGNC:48443	RNU1-101P	RNA, U1 small nuclear 101, pseudogene
HGNC:48445	RNU1-103P	RNA, U1 small nuclear 103, pseudogene
HGNC:48446	RNU1-104P	RNA, U1 small nuclear 104, pseudogene
HGNC:48447	RNU1-105P	RNA, U1 small nuclear 105, pseudogene
HGNC:48448	RNU1-106P	RNA, U1 small nuclear 106, pseudogene
HGNC:48449	RNU1-107P	RNA, U1 small nuclear 107, pseudogene
HGNC:48450	RNU1-108P	RNA, U1 small nuclear 108, pseudogene
HGNC:48451	RNU1-109P	RNA, U1 small nuclear 109, pseudogene
HGNC:48454	RNU1-112P	RNA, U1 small nuclear 112, pseudogene
HGNC:48456	RNU1-114P	RNA, U1 small nuclear 114, pseudogene
HGNC:48457	RNU1-115P	RNA, U1 small nuclear 115, pseudogene
HGNC:48458	RNU1-116P	RNA, U1 small nuclear 116, pseudogene
HGNC:48459	RNU1-117P	RNA, U1 small nuclear 117, pseudogene
HGNC:48461	RNU1-119P	RNA, U1 small nuclear 119, pseudogene
